"c_muestra_wineseq","avg_PER","min_PER","max_PER","sd","var","total","mediaan"
"A06A1R",0.0136985753424658,1.5e-05,0.28689,0.0473886676997658,0.00224568582635883,73,4.5e-05
"A06A1T",0.00769239230769231,4e-06,0.520949,0.0504920414078007,0.00254944624552707,130,0.000116
"A06A25",0.00806454838709677,1.2e-05,0.485733,0.0509415351667378,0.00259504000514398,124,4.6e-05
"A06A27",0.00961546153846154,8e-06,0.668078,0.0676919206057818,0.00458219611529947,104,1.5e-05
"A07A02",0.00628932075471698,1.9e-05,0.312656,0.0326072347424366,0.00106323175754836,159,0.000266
"A07A04",0.00352100352112676,4e-06,0.396461,0.028597413724583,0.000817812071734967,284,1.7e-05
"A07A06",0.00252537373737374,3e-06,0.330985,0.022607920128652,0.00051111805254351,396,1.2e-05
"A07A08",0.0051545618556701,7e-06,0.181758,0.0226227488399722,0.000511788765076464,194,0.0001085
"A07A0A",0.0099998,1.1e-05,0.857374,0.0857890340432902,0.00735975836208081,100,3.4e-05
"A07A0C",0.00775198449612403,5e-06,0.289362,0.0365066441867916,0.00133273506978101,129,5.9e-05
"A07A0E",0.00675679054054054,3e-06,0.287469,0.0382047991707445,0.00145960667967692,148,6.1e-05
"A07A0G",0.00740745925925926,5e-06,0.421835,0.0440120386927484,0.00193705954989198,135,5e-05
"A07A0I",0.00420158403361345,5e-06,0.287041,0.0287110088381716,0.000824322028505568,238,1.5e-05
"A07A0K",0.00257730412371134,2e-06,0.28925,0.0217988912943841,0.000475191661664375,388,1.2e-05
"A09A00",0.0101010505050505,5e-06,0.46312,0.0510239920764319,0.00260344776741579,99,0.00015
"A09A01",0.00487810731707317,5e-06,0.301242,0.0290027579966112,0.000841159971409996,205,0.000172
"A09A02",0.0107526989247312,1e-05,0.33348,0.0414929122451327,0.00172166176658228,93,0.000226
"A09A03",0.0071941654676259,1.4e-05,0.457516,0.0511593776098668,0.00261728191742894,139,0.000144
"A09A04",0.00529101058201058,4e-06,0.374687,0.0363694645804998,0.00132273795387223,189,8.8e-05
"A09A05",0.0101010606060606,9.7e-05,0.092843,0.0174250017549369,0.000303630686159555,99,0.002128
"A09A06",0.00602413253012048,7e-06,0.426447,0.0407118766457491,0.00165745690001869,166,0.000146
"A09A07",0.0151515606060606,5e-06,0.424027,0.0679865151086548,0.00462216623661935,66,0.000238
"A09A08",0.00877187719298246,8e-06,0.835433,0.0787568569843641,0.00620264252205558,114,7.4e-05
"A09A0A",0.00970868932038835,1.1e-05,0.510282,0.0587744769169689,0.00345443913686331,103,6.7e-05
"A09A0C",0.00273224316939891,4e-06,0.330768,0.0207806984055613,0.000431837426222897,366,9e-05
"A09A0D",0.00546450819672131,4e-06,0.55914,0.0442365610705693,0.00195687333535021,183,0.000128
"A09A0E",0.0053191914893617,7e-06,0.455824,0.0365068259017089,0.00133274833741768,188,0.0001125
"A09A0F",0.00540546486486487,8e-06,0.399989,0.0388793308610969,0.00151160236820664,185,0.000132
"A09A0G",0.00396825396825397,4e-06,0.32084,0.0256454486138294,0.000657689034604566,252,0.000123
"A09A0H",0.00446424107142857,8e-06,0.452417,0.0352256023562219,0.00124084306135866,224,6.7e-05
"A10A01",0.00662249006622517,4e-06,0.527953,0.0470085782408371,0.0022098064282249,151,0.00014
"A10A03",0.00290697093023256,4e-06,0.307682,0.0237998649109103,0.000566433569777578,344,3.7e-05
"A10A05",0.00740746666666667,9e-06,0.872332,0.0752128255591692,0.00565696912859402,135,3.5e-05
"A10A07",0.00492602955665025,5e-06,0.81259,0.0573171513735058,0.00328525584157338,203,2.5e-05
"A24A2V",0.00375936090225564,7e-06,0.4449,0.0324146535565323,0.00105070976519001,266,1.4e-05
"A24A2W",0.00303957750759878,8e-06,0.301354,0.024179541247002,0.000584650214915471,329,1.5e-05
"A24A2X",0.00244512469437653,8e-06,0.282746,0.0212444679734999,0.000451327419477061,409,3.8e-05
"A24A2Y",0.00251894458438287,8e-06,0.351426,0.0235244831895475,0.000553401309335304,397,1.5e-05
"A24A2Z",0.00185536734693878,4.6e-05,0.182485,0.00979255571720018,9.589414747447e-05,539,0.000228
"A24A30",0.0038316091954023,1e-05,0.366913,0.0314678094259795,0.000990223030069765,261,1.9e-05
