"","genus_specie","avg_PER","min_PER","max_PER","sd","mediaan","var","total","limit"
"193","Solibacter sp.",0.0048334420131291,0.00029,0.026646,0.00473550372575633,0.003341,2.24249955366521e-05,457,0.00956894573888543
"194","Solirubrobacter sp.",0.0143321903719912,0.000368,0.059753,0.00759246542177073,0.01297,5.76455311807842e-05,457,0.021924655793762
"195","Solitalea sp.",0.00226325714285714,1.1e-05,0.012091,0.00190000269123058,0.001849,3.61001022668345e-06,455,0.00416325983408772
"196","Sorangium sp.",0.0034380284463895,0.000242,0.01363,0.00195532415685982,0.002948,3.82329255839956e-06,457,0.00539335260324931
"197","Sphingomonas sp.",0.0241816717724289,0.002271,0.146964,0.0173146419616592,0.019231,0.000299796826260451,457,0.0414963137340881
"198","Sphingomonas wittichii",0.00046861744966443,9e-06,0.006186,0.000497771089320169,0.000341,2.47776057362988e-07,447,0.000966388538984599
"199","Sphingopyxis sp.",0.000674915367483296,1.1e-05,0.008698,0.000671126632690928,0.000517,4.50410957107064e-07,449,0.00134604200017422
"200","Sporocytophaga sp.",0.000873921052631579,8e-06,0.009127,0.000896999439104404,0.0006515,8.04607993753615e-07,456,0.00177092049173598
"201","Steroidobacter sp.",0.00646956892778993,0.000117,0.045923,0.00444776269652043,0.005718,1.97825930045587e-05,457,0.0109173316243104
"202","Streptomyces sp.",0.0101886411378556,0.000577,0.091906,0.00674262092456183,0.008884,4.54629369323391e-05,457,0.0169312620624174
"203","Taibaiella sp.",0.000736438053097345,1.6e-05,0.005444,0.000721437984552659,0.0005535,5.20472765555403e-07,452,0.00145787603765
"204","Telmatobacter sp.",0.00527432166301969,0.00014,0.038616,0.00454341268571429,0.003924,2.06425988327095e-05,457,0.00981773434873398
"205","Terrimonas sp.",0.00308004635761589,6e-06,0.015753,0.0025082087366147,0.002446,6.29111106643029e-06,453,0.00558825509423059
"206","Thermoleophilum sp.",0.000914291390728477,6e-06,0.009078,0.000861704232794,0.000738,7.42534184815097e-07,453,0.00177599562352248
"207","Thermomonas sp.",0.00351283150984683,6e-06,0.029553,0.00348281418087136,0.002552,1.21299946184786e-05,457,0.00699564569071818
"208","Thioalkalispira sp.",0.0010848202247191,6e-06,0.012558,0.00138598907313561,0.000599,1.9209657108513e-06,445,0.00247080929785471
"209","Verrucomicrobium spinosum",0.000836986696230599,7e-06,0.00353,0.000652410800919137,0.000701,4.25639853155949e-07,451,0.00148939749714974
