"c_muestra_wineseq","avg_PER","min_PER","max_PER","sd","var","total","mediaan"
"A24A23",0.000879454705364996,6e-06,0.070584,0.00369907695208715,1.36831702974624e-05,1137,5.5e-05
"A24A24",0.00118477369668246,1.2e-05,0.070373,0.00441142877382639,1.94607038265434e-05,844,1e-04
"A24A25",0.00106943315508021,8e-06,0.115568,0.0050226556519691,2.52270697982572e-05,935,7.4e-05
"A24A26",0.00102545333333333,8e-06,0.133089,0.00513607667020704,2.6379283562245e-05,975,7.2e-05
"A24A28",0.000917255963302752,7e-06,0.038153,0.00320972234346177,1.03023175221177e-05,1090,7.5e-05
"A24A29",0.00163132300163132,6e-06,0.09355,0.00583003906337399,3.39893554804667e-05,613,0.000159
"A24A2A",0.00142034090909091,5e-06,0.120693,0.00722519294383546,5.22034130756497e-05,704,0.000159
"A24A2E",0.0013262824933687,1.4e-05,0.073838,0.00452163668596072,2.04451983198259e-05,754,0.000123
"A24A2F",0.000848808149405773,5e-06,0.053254,0.00311075053936061,9.67676891813235e-06,1178,5.45e-05
"A24A2G",0.00089433542039356,6e-06,0.069521,0.00369509736470663,1.36537445346619e-05,1118,6.1e-05
"A24A2H",0.00096442912246866,8e-06,0.148159,0.0054316912143379,2.95032694479156e-05,1037,6e-05
"A24A2I",0.000965374517374517,1e-05,0.098495,0.00436841343032554,1.90830358982485e-05,1036,7.6e-05
"A24A2J",0.000965463768115942,4e-06,0.069992,0.00467489373987279,2.18546314791018e-05,1035,4.3e-05
"A24A2K",0.000953889312977099,9e-06,0.046907,0.00321704272732235,1.03493639094177e-05,1048,9.7e-05
"A24A2L",0.000968763565891473,6e-06,0.060725,0.0034987732995521,1.22414146016587e-05,1032,9.7e-05
"A24A2M",0.000854578632478632,6e-06,0.052401,0.00326143861827752,1.0636981860792e-05,1170,6.8e-05
"A24A2N",0.0010162906504065,4e-06,0.678025,0.0216365566891321,0.000468140585362029,984,3.5e-05
"A24A2O",0.000920789134438306,6e-06,0.049848,0.00313076685158717,9.80170107899705e-06,1086,6.7e-05
"A24A2P",0.00219306140350877,7.2e-05,0.043444,0.00527474160906249,2.78228990423751e-05,456,0.00036
"A24A2Q",0.003012,9e-06,0.463045,0.0274288311983275,0.000752340780906346,332,6.6e-05
"A24A2R",0.00386090733590734,1.5e-05,0.635405,0.0403418141794089,0.00162746197128595,259,6.1e-05
"A24A2S",0.00763364885496183,1.6e-05,0.291861,0.0347442180429235,0.00120716068741421,131,0.000143
"A24A2T",0.00409829508196721,8e-06,0.247628,0.0212285820645713,0.000450652696472238,244,0.000342
"A25A0O",0.00152435975609756,3e-06,0.055296,0.00494251269982539,2.44284317879353e-05,656,0.000121
"A25A0P",0.00147493510324484,8e-06,0.103515,0.0068843473251479,4.73942380932711e-05,678,7.7e-05
"A25A0R",0.00126422756005057,9e-06,0.062388,0.00487724192071853,2.37874887532142e-05,791,7.8e-05
"A25A0T",0.0011350170261067,7e-06,0.077779,0.00468655756935153,2.19638218508461e-05,881,8.9e-05
"A27A00",0.00121361650485437,1e-05,0.113139,0.00516057607586302,2.66315454347697e-05,824,0.000106
"A27A01",0.00148808630952381,9e-06,0.039185,0.00446361121920755,1.99238251162355e-05,672,0.000129
"A27A02",0.00182478832116788,1.7e-05,0.065981,0.00507096831210629,2.57147196223862e-05,548,0.000217
"A29A05",0.00109519496166484,1.6e-05,0.061354,0.00400408164439968,1.60326698150185e-05,913,8.2e-05
"A29A06",0.00133869210174029,2.2e-05,0.057641,0.00428249870422868,1.83397951517203e-05,747,0.000152
"A29A07",0.00118901070154578,1.7e-05,0.050863,0.00394002173744662,1.55237712915519e-05,841,0.000104
"A29A09",0.00469474178403756,1.9e-05,0.227592,0.0192466472494143,0.000370433430343386,213,0.000136
"A29A12",0.0018621322160149,4.4e-05,0.055901,0.00484858252320738,2.3508752484352e-05,537,0.000311
"A29A13",0.00235298352941176,5e-05,0.04499,0.005317213230171,2.82727565351055e-05,425,0.000498
"A29A14",0.0011668016336056,1.4e-05,0.045914,0.00411876586268664,1.69642322316328e-05,857,8.5e-05
"A29A15",0.00118353964497041,1.8e-05,0.040812,0.00414951206603418,1.72184503861633e-05,845,8.8e-05
"A29A16",0.00123006765067651,2.1e-05,0.046663,0.00424260442964024,1.7999692346403e-05,813,0.000105
"A29A17",0.00114162671232877,2e-05,0.058461,0.00396883853250149,1.57516792970685e-05,876,9.8e-05
"A29A18",0.000868832319721981,3e-06,0.052691,0.00353813889921238,1.25184268701198e-05,1151,4.3e-05
"A29A22",0.00116953567251462,1.7e-05,0.047454,0.00382948214050874,1.46649334644754e-05,855,0.000104
"A29A24",0.00219299561403509,8.3e-05,0.038112,0.00502002567306408,2.52006577582225e-05,456,0.000413
"A29A30",0.00118911771700357,1.9e-05,0.05373,0.00409570461949758,1.67747963301738e-05,841,0.000113
"A29A31",0.00121060290556901,1.9e-05,0.051636,0.00419954585881696,1.76361854203067e-05,826,0.000114
"A29A32",0.00119622846889952,2.3e-05,0.042161,0.00401357252651348,1.61087644255838e-05,836,0.000113
"A29A34",0.00129378913324709,2.8e-05,0.040116,0.00383956031570187,1.47422234179127e-05,773,0.000138
"A29A37",0.00127232569974555,1.7e-05,0.05366,0.00431609340828847,1.86286623090712e-05,786,0.0001105
"A29A38",0.00126736121673004,2.4e-05,0.036981,0.00386323879239592,1.49246139670727e-05,789,0.000121
"A29A39",0.0011136570155902,1.2e-05,0.0433,0.003792796978943,1.43853089234792e-05,898,8.2e-05
"A31A00",0.00169203214890017,4e-05,0.107259,0.00611065139255527,3.73400604413377e-05,591,0.000202
"A31A01",0.00151739453717754,3.6e-05,0.06351,0.00450619985765988,2.03058371571739e-05,659,0.000216
"A31A02",0.00147917307692308,3.1e-05,0.072412,0.00512380525271773,2.62533802677778e-05,676,0.000157
"A31A03",0.00133861981258367,1.8e-05,0.084847,0.0050002436117633,2.50024361769797e-05,747,0.000162
"A31A04",0.00119898561151079,1.6e-05,0.062607,0.00450341999849735,2.02807916828659e-05,834,9.4e-05
"A31A05",0.00122541421568627,1.7e-05,0.06664,0.00486910726577658,2.37082055656383e-05,816,0.000103
"A31A06",0.00133154061251664,3e-05,0.068275,0.0045786080924973,2.09636520646818e-05,751,0.00012
"A31A07",0.0014835237388724,2.6e-05,0.077189,0.00567175321266529,3.21687845053791e-05,674,0.000132
"A31A08",0.00107411063372717,1e-05,0.066217,0.00446636722791898,1.99484362146287e-05,931,8.2e-05
"A33A20",0.00227263181818182,5.1e-05,0.420905,0.0202456050262786,0.000409884522880077,440,0.000205
"A33A21",0.00186227374301676,5e-05,0.046835,0.00453583662755453,2.05738139118652e-05,537,0.000299
"A33A22",0.0016129564516129,6.5e-05,0.046462,0.00402538038817525,1.62036872695059e-05,620,0.0002915
"A33A23",0.00164746787479407,8e-05,0.05979,0.00444747970220483,1.9780075701524e-05,607,0.000319
"A33A24",0.00145987883211679,4.9e-05,0.084082,0.00473809991633442,2.24495908171682e-05,685,0.000244
"A33A25",0.00174828496503497,5.4e-05,0.053658,0.00473687954040409,2.24380277802989e-05,572,0.000269
"A33A26",0.00271006233062331,7.6e-05,0.063986,0.0060567026071657,3.66836464716478e-05,369,0.000682
"A33A27",0.00171516123499142,5.2e-05,0.084797,0.00500080204097267,2.50080210529964e-05,583,0.000313
"A33A28",0.00177613499111901,6.9e-05,0.071562,0.0046133747996714,2.12832270422431e-05,563,0.000346
"A33A29",0.00166105315614618,6e-05,0.094159,0.00514989646703016,2.65214336211298e-05,602,3e-04
"A36002",0.00120039615846339,1.3e-05,0.035839,0.00366946957123451,1.3465006934216e-05,833,0.000107
"A36003",0.00131567631578947,2.2e-05,0.054577,0.00465968513985659,2.17126656026003e-05,760,0.000111
"A37000",0.00117787750294464,8e-06,0.05614,0.00387717991076614,1.50325240604485e-05,849,1e-04
"A37001",0.0021276914893617,2.4e-05,0.051984,0.0051989994228154,2.70295949984349e-05,470,0.00033
"A37002",0.00102664579055441,7e-06,0.098708,0.0051907544549626,2.69439318117141e-05,974,6e-05
"A37003",0.00127737803320562,1.3e-05,0.109546,0.0059739292687526,3.5687830908059e-05,783,8.8e-05
"A37004",0.00143266475644699,2.42212856658431e-05,0.142251610715497,0.00647491707182312,4.19245510869865e-05,698,0.000145327713995059
"A37005",0.00148809523809524,2.33672157962379e-05,0.182988666900339,0.0079396714129414,6.30383821454788e-05,672,0.000116836078981189
"A37006",0.00153139356814701,2.92894382285748e-05,0.153740261261789,0.00710608854185581,5.04964943646945e-05,653,0.000146447191142874
"A37007",0.00156494522691706,4.0844667728628e-05,0.210554262141078,0.00906295609310729,8.21371731455905e-05,639,0.000163378670914512
"A37008",0.00162074554294976,3.32148669744578e-05,0.252134055203109,0.0108176345476234,0.000117021217205936,617,0.000132859467897831
"A37009",0.00156739811912226,3.39040515341583e-05,0.189048991354467,0.00857458843615315,7.35235668494113e-05,638,0.000152568231903712
"A3700A",0.00134408602150538,1.99377940824627e-05,0.195470133184464,0.00781284356083004,6.10405245060033e-05,744,0.000139564558577239
"A3B000",0.00219318859649123,1.2e-05,0.098304,0.00861732974420714,7.42583719203971e-05,456,0.000138
"A3B001",0.00146198391812865,1.2e-05,0.0322,0.00390518250489269,1.52504503965199e-05,684,0.000162
"A3B002",0.00165573509933775,1.3e-05,0.06615,0.00528448094848353,2.79257388948854e-05,604,0.00015
"A3B003",0.00112237373737374,1.3e-05,0.044259,0.00352990507440649,1.24602298343207e-05,891,0.000116
"A3B004",0.00127554209183673,1.3e-05,0.051639,0.0037420852746254,1.40032022025683e-05,784,0.000168
"A3B005",0.00117514923619271,1.2e-05,0.034149,0.00343060836039444,1.17690737224082e-05,851,0.000144
"A3B01J",0.00366304395604396,2.2e-05,0.061733,0.00681330555935366,4.64211326451195e-05,273,0.001055
"A3B01K",0.00307689230769231,8.3e-05,0.04536,0.00606917000071886,3.68348244976258e-05,325,0.000834
"A3C000",0.0035211514084507,3.4e-05,0.051595,0.00785937196721494,6.1769727719044e-05,284,0.000762
"A3D000",0.00187963721804511,5.8e-05,0.059277,0.00554753231969039,3.07751148380095e-05,532,0.000292
"A3D001",0.00169502542372881,3.5e-05,0.106354,0.00656374898265711,4.30828007073322e-05,590,0.000207
"A3D002",0.0022422197309417,9.5e-05,0.070574,0.00560325420024014,3.13964576325088e-05,446,0.000475
"A3D003",0.0016024983974359,4.8e-05,0.066381,0.00471836848145662,2.22630011268033e-05,624,0.000241
"A3D004",0.00111985666293393,1.3e-05,0.114394,0.00506707200475823,2.56752187014046e-05,893,7.6e-05
"A3D005",0.00182711700182815,2.8e-05,0.05884,0.00418711662801685,1.75319456566152e-05,547,0.00051
"A3D006",0.00150156156156156,3.4e-05,0.099356,0.00609005245504725,3.7088738905227e-05,666,0.000136
"A3D007",0.00147705612998523,5.3e-05,0.103769,0.00540468402782547,2.92106094406318e-05,677,0.000211
"A3D008",0.00116001856148492,1.9e-05,0.117802,0.00542501627541384,2.94308015885051e-05,862,9.6e-05
"A3E000",0.00102663347022587,1.2e-05,0.091283,0.00445208803376338,1.9821087860379e-05,974,9.7e-05
"A3E001",0.00102771531346351,8e-06,0.132928,0.0057190450645858,3.27074764507632e-05,973,5.9e-05
"A3E002",0.00119053928571429,1.6e-05,0.086957,0.00456734367874173,2.0860628279742e-05,840,0.000111
"A3E003",0.00247516336633663,2.3e-05,0.083844,0.00599842324096189,3.59810813777117e-05,404,0.0005755
"A3E004",0.00143886762589928,2.6e-05,0.129047,0.00707351817047926,5.00346593081003e-05,695,0.000154
"A3F000",0.00176997345132743,3.2e-05,0.336363,0.0146561313796922,0.000214802187018798,565,0.000159
"A3F001",0.00165299173553719,3.1e-05,0.26306,0.0113303149876838,0.000128376037720132,605,0.000154
"A3F002",0.00163914918032787,2.8e-05,0.25477,0.0110321662018747,0.000121708691105787,610,0.000142
"A3G000",0.00146391800878477,2.8e-05,0.076144,0.00435858069990768,1.89972257176078e-05,683,0.000199
"A3G001",0.00142441168091168,1.7e-05,0.11406,0.00552136502923457,3.04854717860545e-05,702,0.000139
"A3G002",0.00142268990042674,3.5e-05,0.051994,0.00382456725973203,1.46273147242141e-05,703,0.000242
"A3G003",0.00117637529411765,1.2e-05,0.113477,0.00521933554964964,2.72414635798365e-05,850,8.7e-05
"A3G004",0.00301201506024096,7.9e-05,0.067774,0.00755061492162304,5.70117856946365e-05,332,0.000636
"A3H000",0.00135864809782609,1.4e-05,0.270703,0.0106241919091409,0.000112873453722255,736,7.2e-05
"A3H001",0.00124072456575682,1.3e-05,0.23963,0.00904935332103963,8.18907955290109e-05,806,6.4e-05
"A3H002",0.00118334201183432,7e-06,0.295067,0.0108574142905213,0.000117883445076017,845,5.1e-05
"A3H003",0.00158989348171701,2.3e-05,0.24678,0.0106301350829586,0.000112999771881948,629,0.000113
"A3H004",0.00124535865504359,1e-05,0.303541,0.0112191750492814,0.000125869888786418,803,5.9e-05
"A3I000",0.00100311735205617,1.6e-05,0.050571,0.00330055512083839,1.08936641056925e-05,997,0.000124
"A3I001",0.0010626344314559,1.8e-05,0.06643,0.00396881485931179,1.5751491387494e-05,941,0.000124
"A3I002",0.00114547308132875,1.7e-05,0.051839,0.00393603360019383,1.54923605018548e-05,873,0.000104
"A3I003",0.00113878359908884,1.5e-05,0.067052,0.00439557947592487,1.9321118929172e-05,878,0.000121
"A3I004",0.00104376931106472,1.6e-05,0.056755,0.00345320323512687,1.19246125830907e-05,958,0.000146
"A3I005",0.0010481498951782,1.7e-05,0.063421,0.00367662586138734,1.35175777246222e-05,954,0.000102
"A3I006",0.00122402447980416,2e-05,0.052994,0.00411653761231642,1.69458819136157e-05,817,0.000118
"A3I007",0.00113124208144796,1.8e-05,0.061443,0.00424120757101907,1.79878416604695e-05,884,0.00011
"A3K000",0.000925038852913968,1e-05,0.065605,0.00367188580452225,1.3482745361452e-05,1081,9.4e-05
"A3P009",0.00320510256410256,7e-06,0.283152,0.0267289183342805,0.000714435075320635,312,5.2e-05
"A3P00A",0.00321541479099678,2.2e-05,0.232085,0.014728961839058,0.000216942316856426,311,0.000796
"A3P00B",0.00257736082474227,2.1e-05,0.086037,0.00660658148739364,4.36469189495723e-05,388,0.0007645
"A3P00C",0.0020449836400818,1.3e-05,0.254895,0.0129233278475581,0.00016701240265547,489,0.000152
"A3P00D",0.00175431929824561,1.8e-05,0.128778,0.00707043127425906,4.99909984040206e-05,570,0.000189
"A3P00E",0.00258394315245478,2.3e-05,0.204146,0.0114758166091351,0.000131694366846501,387,0.000487
"A3Q000",0.00147701477104874,3.3e-05,0.180562,0.00798501086280238,6.3760398479072e-05,677,0.000167
"A3Q001",0.00156497965571205,3.2e-05,0.324316,0.0133607412314988,0.000178509406255072,639,9.5e-05
"A3Q002",0.00160783440514469,3.6e-05,0.242498,0.0105854393551375,0.000112051526341295,622,0.000143
"A3Q003",0.00188306026365348,4.9e-05,0.123625,0.00825388962579777,6.8126693954852e-05,531,0.000196
"A3Q004",0.00164450986842105,3.4e-05,0.224226,0.010020084021714,0.000100402083802209,608,0.000137
"A3Q005",0.00159214171974522,3e-05,0.262438,0.0112021188203131,0.000125487466064413,628,0.000121
"A3Q006",0.00172072633390706,3.2e-05,0.240335,0.0107811024408683,0.000116232169840495,581,0.000162
"A3Q007",0.00170909743589744,3.2e-05,0.239345,0.0109485579543552,0.000119870921279874,585,0.000129
"A3Q008",0.00118464099526066,1.2e-05,0.108527,0.005332412368536,2.84346216681158e-05,844,8.6e-05
"A3Q009",0.00104811006289308,7e-06,0.158192,0.00607715229462023,3.69317800120079e-05,954,6.7e-05
"A3Q00M",0.000981298331697743,8e-06,0.182841,0.00641509139378973,4.11533975906751e-05,1019,6.2e-05
"A3Q00N",0.00100692950654582,8e-06,0.178017,0.00662451899205325,4.38842518760742e-05,993,6.2e-05
"A3Q00O",0.00092230258302583,7e-06,0.103998,0.00451746952418004,2.04075309018954e-05,1084,6e-05
"A3Q00P",0.000998059880239521,1.2e-05,0.092879,0.00434191634222542,1.88522375228842e-05,1002,6.9e-05
"A3S000",0.00132619363395225,1.2e-05,0.045699,0.00423203075740784,1.7910084331646e-05,754,9.9e-05
"A3S001",0.00123295314426634,1.6e-05,0.144133,0.00612215235776022,3.7480749491629e-05,811,8.1e-05
"A3S002",0.00121358616504854,1.6e-05,0.073522,0.00438033634087067,1.91873464591522e-05,824,9.5e-05
"A3S003",0.00117229660023447,1.4e-05,0.094345,0.00459246797494466,2.10907621008923e-05,853,1e-04
"A3S006",0.00132975930851064,2.2e-05,0.118385,0.00557750704295038,3.11085848141611e-05,752,0.000131
"A3S007",0.00147272164948454,2.1e-05,0.158895,0.00733556312899405,5.3810486419457e-05,679,0.000128
"A3T000",0.00118485071090047,6e-06,0.114826,0.00572160691486612,3.27367856882438e-05,844,5.2e-05
"A3T001",0.00145565065502183,1.4e-05,0.259145,0.0106250275348747,0.000112891210116847,687,8.4e-05
"A3T002",0.00144510693641619,1.6e-05,0.15149,0.00711070056797635,5.05620625674192e-05,692,7.9e-05
"A3T003",0.00140836056338028,1.7e-05,0.057788,0.00485987729588141,2.36184073310236e-05,710,0.000103
"A3T004",0.00142057244318182,1.6e-05,0.156254,0.00714490065314075,5.10496053432511e-05,704,7.8e-05
"A3T005",0.00135138918918919,1.4e-05,0.149737,0.00665546582865275,4.42952253963645e-05,740,8.3e-05
"A3U000",0.00146639442815249,2.9e-05,0.115664,0.00625096991979465,3.90746249381775e-05,682,0.000143
"A3U001",0.00135128648648649,1.9e-05,0.033013,0.00394325961947854,1.55492964266101e-05,740,0.000153
"A3U002",0.00133876840696118,2.5e-05,0.165039,0.00823225738417613,6.77700616393224e-05,747,0.000123
"A3U003",0.000864312013828868,7e-06,0.112065,0.00411374252339119,1.69228775487569e-05,1157,6.7e-05
"A3U004",0.00202028686868687,4.4e-05,0.222266,0.0107528595471069,0.000115623988439807,495,0.000218
"A3U005",0.00113771558589306,2e-05,0.114498,0.00524391342967908,2.74986280579686e-05,879,9.8e-05
"A3U006",0.00105049474789916,9e-06,0.077002,0.00414505399309233,1.71814726056507e-05,952,6.2e-05
"A3U007",0.00123146921182266,1.7e-05,0.05618,0.00436765150197459,1.90763796427009e-05,812,1e-04
"A3U008",0.000888823111111111,5e-06,0.038168,0.00344510252364103,1.18687313983978e-05,1125,5.4e-05
"A3U009",0.0012577320754717,1.6e-05,0.069007,0.00480121850664277,2.3051699148529e-05,795,8.2e-05
"A3U00A",0.000811724025974026,3e-06,0.047896,0.00309213725194485,9.56131278486505e-06,1232,4.4e-05
"A3U00B",0.000879442392260334,5e-06,0.068163,0.00432266835550534,1.86854617116873e-05,1137,4.2e-05
"A3U00C",0.00129360802069858,2.9e-05,0.056049,0.00391668363539617,1.53404106997802e-05,773,0.000175
"A3U00D",0.00103839356178609,9e-06,0.084083,0.00421356055279359,1.77540925320582e-05,963,7.4e-05
"A3U00E",0.00108217965367965,1e-05,0.098715,0.00519752727379464,2.70142897618392e-05,924,7e-05
"A3U00F",0.00109755543358946,1.4e-05,0.05538,0.00400121433421123,1.60097161482974e-05,911,0.000101
"A3V000",0.00114557502863688,2.6e-05,0.067848,0.00414066941211572,1.71451431804307e-05,873,0.000129
"A3V001",0.00112226374859708,2.1e-05,0.0834,0.0045876629254991,2.10466511179989e-05,891,0.000126
"A3Y000",0.00120623642943305,1.5e-05,0.073835,0.00480454093325256,2.30836135792993e-05,829,0.000107
"A3Y001",0.00113753811149033,1.3e-05,0.070553,0.00446803314681021,1.99633202009947e-05,879,0.000108
"A3Y002",0.00113762457337884,1.2e-05,0.130376,0.00562602031203028,3.16521045513773e-05,879,9.8e-05
"A3Y003",0.00118765558194774,1.2e-05,0.101761,0.00490161743356863,2.4025853465064e-05,842,8.4e-05
"A46005",0.001517406676783,1.4e-05,0.303928,0.0122714790821953,0.000150589198864758,659,8.6e-05
"A46008",0.00216893492407809,8.3e-05,0.230002,0.0115900754373551,0.000134329848643582,461,0.000333
"A47000",0.00165018646864686,2.6e-05,0.234221,0.0100362810052535,0.000100726936416412,606,0.000285
"A47001",0.00130878272251309,2.3e-05,0.089081,0.00485450808631195,2.35662487600681e-05,764,0.000161
"A47002",0.00144097982708934,2.5e-05,0.174946,0.00779047312521798,6.06914715147436e-05,694,0.0001615
"A47003",0.0015997632,3.5e-05,0.215528,0.0092477486110579,8.55208543733232e-05,625,0.000208
"A47004",0.00183485137614679,8.6e-05,0.067307,0.00537084431810002,2.88459686892673e-05,545,0.000343
"A56007",0.00130209244791667,2e-05,0.049307,0.00428406146297656,1.83531826185609e-05,768,0.000138
"A56008",0.00121808891595615,1.7e-05,0.057364,0.00449593374393898,2.02134202298891e-05,821,0.000101
"A56009",0.00126428824273072,1.7e-05,0.098255,0.00561190182572905,3.14934421016211e-05,791,0.000116
"A5600A",0.00126257575757576,1.7e-05,0.062063,0.00450439081466008,2.02895366111941e-05,792,0.000138
"A5600B",0.00129540544041451,1.5e-05,0.085487,0.00545081853205431,2.97114226693867e-05,772,0.000102
"A5600C",0.00129370245795602,1.5e-05,0.065136,0.00454436710789897,2.06512724113541e-05,773,0.000119
"A5600P",0.00100300902708124,1.47682128985571e-05,0.106803715682365,0.00498636714791748,2.48638573338308e-05,997,5.90728515942286e-05
"A5600Q",0.00104931794333683,1.82272205311412e-05,0.0545540710497056,0.00400134353671125,1.60107500987809e-05,953,0.000109363323186847
"A5601A",0.001194743130227,1.47099924979038e-05,0.0883923449199041,0.00523908165689528,2.74479766076166e-05,837,0.000117679939983231
"A5A000",0.00143266475644699,2.33890773009005e-05,0.16154835691732,0.00706540238723109,4.99199108934908e-05,698,0.000140334463805403
"A5B000",0.0015196990881459,4e-05,0.109773,0.00649094938779963,4.21324239549765e-05,658,0.000162
"A5C000",0.0011012422907489,1.6e-05,0.107185,0.0048523547752772,2.35453468651554e-05,908,0.000113
"A5D000",0.00158972972972973,2.8e-05,0.105401,0.00608037756774431,3.69709913663282e-05,629,0.000169
"A5F000",0.00138886944444444,2.2e-05,0.063814,0.00444283317833625,1.97387666505254e-05,720,0.000152
"A5G000",0.00128203974358974,2.1e-05,0.154683,0.00652434957295756,4.25671373501515e-05,780,0.000124
"A5H000",0.00118759026128266,1.5e-05,0.102198,0.00467769557959504,2.1880835935363e-05,842,0.00012
"A5I000",0.00141637677053824,1.5e-05,0.241076,0.00971940975484959,9.44669259826654e-05,706,0.000108
"A5N000",0.00112737993235626,1.3e-05,0.128384,0.00545278132303532,2.97328241568428e-05,887,9.3e-05
"AB0000",0.00117089695550351,2e-05,0.03396,0.00318425413737806,1.01394744114093e-05,854,0.000181
"APG006",0.00148809523809524,2.25103547631911e-05,0.161061588330632,0.00766887165868408,5.88115925173679e-05,672,9.00414190527643e-05
"APG007",0.00145560407569141,2.18880644384617e-05,0.189375533521571,0.00849627890927354,7.21867553041663e-05,687,0.000109440322192309
"APG009",0.00122399020807834,2.3885730664501e-05,0.0626761572636507,0.00404392203671562,1.63533054390342e-05,817,0.000119428653322505
"APG00F",0.00159744408945687,2.93953378994091e-05,0.105529263058879,0.00642228687549784,4.12457687111919e-05,626,0.000264558041094682
"APG00K",0.00155763239875389,2.11291413116971e-05,0.107800878972279,0.00631057682581623,3.98233798745289e-05,642,0.000232420554428668
"APG00M",0.00175438596491228,7.31903681475518e-05,0.0380589914367269,0.00452903559132237,2.05121633874648e-05,570,0.000292761472590207
"APG00N",0.00137551581843191,3.38009126246409e-05,0.0560081122190299,0.00462952936258454,2.14325421190325e-05,727,0.000169004563123204
"APG00O",0.00130890052356021,2.74055194716216e-05,0.0693359642632026,0.00487277815168902,2.37439669155779e-05,764,0.000109622077886486
"APG00U",0.00118906064209275,1.83621006243114e-05,0.0680866691149467,0.0041660788567038,1.73562130402745e-05,841,0.000110172603745869
"APG00V",0.00123609394313968,2.82230751862723e-05,0.0618932038834952,0.00413986242841237,1.71384609261804e-05,809,0.000141115375931361
"APG00W",0.00174520069808028,3.62266338211853e-05,0.162874945660049,0.00820620373797823,6.73417797892079e-05,573,0.000144906535284741
"APG00X",0.00140449438202247,3.23195759671633e-05,0.0543615267767687,0.00465169070761914,2.16382264393502e-05,712,0.000145438091852235
"APG00Y",0.00155763239875389,3.46260387811634e-05,0.270810249307479,0.0115417519827638,0.000133212038831633,642,0.000138504155124654
"APG00Z",0.00147058823529412,2.82637573839066e-05,0.052061841101156,0.00478773600235059,2.2922416028204e-05,680,0.000141318786919533
"APG010",0.00140449438202247,3.663808895728e-05,0.0704184069758921,0.00464393947035431,2.15661738043147e-05,712,0.00014655235582912
"APG011",0.00126262626262626,2.58311161625294e-05,0.0679616666236148,0.00429121233077014,1.84145032677537e-05,792,0.000129155580812647
"APG012",0.00131578947368421,2.60010400416017e-05,0.153276131045242,0.00655238399922996,4.29337360733648e-05,760,0.000130005200208008
"APG013",0.00136986301369863,2.19389657971523e-05,0.104275904433865,0.00534279895124902,2.85455006334676e-05,730,0.000131633794782914
"APG014",0.00108932461873638,1.92860311276542e-05,0.0480222175078591,0.00377624846923656,1.42600525014114e-05,918,0.000115716186765925
"APQ000",0.00123906691449814,1.8e-05,0.170819,0.00670676335224454,4.49806746630105e-05,807,0.000108
"APQ001",0.00149483856502242,2.7e-05,0.143179,0.00647919965840077,4.19800282134207e-05,669,0.000161
"APR000",0.00144081123919308,2.3e-05,0.192732,0.00801947616025839,6.43119978849526e-05,694,0.000138
"APR001",0.0014792573964497,3.8e-05,0.094099,0.00518815879096963,2.69169916403155e-05,676,0.000151
"APS000",0.00139283286908078,2.4e-05,0.184412,0.0076281448656913,5.81885940919726e-05,718,0.000144
"APS001",0.0013772258953168,1.8e-05,0.225425,0.00890092469051067,7.92264603461424e-05,726,0.000108
"APS002",0.0013849487534626,1.6e-05,0.222424,0.00886047646698858,7.85080432220584e-05,722,0.000113
"APY000",0.0012919354005168,1.8e-05,0.199214,0.00796973573724785,6.35166877215655e-05,774,0.000109
"APY001",0.00140047759103641,3.1e-05,0.184678,0.00792305080821744,6.27747341095951e-05,714,0.000156
"APY002",0.0012421801242236,1.6e-05,0.191194,0.00764058514671366,5.83785413841814e-05,805,9.7e-05
"APY003",0.0012468042394015,1.6e-05,0.175074,0.00723122239622407,5.22905773436526e-05,802,9.7e-05
"APY004",0.00131584078947368,1.5e-05,0.179333,0.00744262280346417,5.53926341946449e-05,760,8.9e-05
"B0100D",0.00154546986089645,3.9e-05,0.043576,0.0041791737479341,1.74654932154215e-05,647,0.000197
"B0100E",0.00156980533751962,4e-05,0.042737,0.00410045489995625,1.68137303865752e-05,637,0.00024
"B0100F",0.0012673865652725,1.4e-05,0.045941,0.00365845544145736,1.3384296217129e-05,789,0.000126
"B0100G",0.0013869625520111,3.19274608090419e-05,0.0344497302129562,0.00396086316019068,1.56884369737557e-05,721,0.000159637304045209
"B0100H",0.00157232704402516,3.65323493953896e-05,0.0481131041537281,0.00448949282114521,2.01555457911144e-05,636,0.000182661746976948
"BMK03G",0.0018348623853211,6.74536256323777e-05,0.153322091062395,0.00778168139548583,6.05545653408503e-05,545,0.000269814502529511
"BMK03H",0.00140252454417952,3.76180265583268e-05,0.177970883647444,0.00745263864417338,5.55418227606265e-05,713,0.000150472106233307
"BMK03I",0.00152904434250765,2e-05,0.113663,0.00675626691913245,4.56471426825635e-05,654,0.000138
"BMK03J",0.00149469955156951,1.7e-05,0.141136,0.00692198917996118,4.79139342074997e-05,669,0.00012
"BMK03K",0.00139653351955307,1.8e-05,0.207448,0.00861574805507481,7.42311145485254e-05,716,0.000109
"BMK03L",0.00143884892086331,2.19106047326906e-05,0.115885188431201,0.00671123425884834,4.50406652771397e-05,695,0.000109553023663453
"BMK03M",0.00169491525423729,3.33822940312458e-05,0.130791828014421,0.00714781706855374,5.10912888455082e-05,590,0.000133529176124983
